,X1,X2,y
0,0.11864707373125383,-0.18107906401845256,0
1,0.02231582027045228,-0.0889763250298625,0
2,0.1817171232294655,0.07210984985256269,0
3,0.2560278908355017,-0.042127976970949964,0
4,0.2500364677553528,0.01237225556941692,0
5,0.17458765048298483,-0.3872221724886895,0
6,0.1636992895378789,0.054882932827689496,0
7,0.12721603677544965,0.06699235513677414,0
8,0.2220244323817634,-0.16628364672587187,0
9,0.04791379618026188,-0.17211331547806757,0
10,0.10419533923167405,0.18254727203517446,0
11,-0.08124531805362108,-0.09984342645183651,0
12,0.21950880028763425,-0.03154185940462883,0
13,0.11283987487691702,-0.246816668363748,0
14,0.1386384985074193,-0.05532669794278307,0
15,0.13505342339369586,-0.10717652216314337,0
16,0.10530451530095573,0.018686938471868638,0
17,0.11064672904553156,-0.20441394915796082,0
18,0.17926128780003905,-0.19272931991993908,0
19,0.09116603587346367,0.00539477447286404,0
20,0.26427900822657896,-0.23166106040261208,0
21,0.22154866126160258,-0.1843173294813359,0
22,0.14786786265008492,-0.043917998592654724,0
23,-0.03730586083267608,-0.2742062201375787,0
24,0.14179939228341581,0.01947454580345776,0
25,0.10355248948827489,-0.2343265291572674,0
26,0.13460960085578613,0.11735916139440142,0
27,0.22886143729999833,0.0040101738617815165,0
28,0.28619846941128574,-0.1261881057387804,0
29,0.2674540622608802,0.03450957247789761,0
30,0.19482067748477874,-0.0933693916412883,0
31,0.09426523315441145,-0.3023879659306443,0
32,0.27483687130825724,0.00969188878152846,0
33,0.2700193769347847,-0.20359517058538534,0
34,0.19793098024330655,-0.1763576433019839,0
35,0.23742396907638072,-0.047777788226855904,0
36,0.11013410542753924,-0.10566082781596345,0
37,0.135857594427372,0.01854830543781455,0
38,0.053441648734754175,-0.09743458009864384,0
39,0.265847698986893,-0.10733983709831818,0
40,0.29024491110320005,0.02899486494739242,0
41,0.1704518798522037,0.11845787663717755,0
42,0.3277382513308522,-0.12951444101485546,0
43,0.37046327039294674,-0.1464539826907155,0
44,0.33324788370590885,-0.13220603699051126,0
45,0.28352027848089045,-0.02507462162917188,0
46,0.2764723858297278,-0.25455505802080153,0
47,0.2585857615594643,0.010568041598771859,0
48,0.16865500654264365,-0.14265835739679664,0
49,0.3283016600450134,0.11778004206806347,0
50,0.4225928153776252,-0.01717371355709198,0
51,0.27593857899021923,-0.013180759968790558,0
52,0.3817174494204532,-0.04030113149857579,0
53,0.388956318750501,0.012228841446865155,0
54,0.35463458706336953,0.11519698375311825,0
55,0.24123445750137074,-0.0493564168822443,0
56,0.3635569067695159,0.04104055159917298,0
57,0.29706070882402563,0.006827666235321254,0
58,0.3083963441247296,0.025353826428932257,0
59,0.4249947404966143,0.16271550515074581,0
60,0.24105840147339547,-0.004173181470372981,0
61,0.25821539133033117,-0.2509390075131247,0
62,0.47438831551925265,-0.04914986105566982,0
63,0.3208129989750098,0.046995696361483756,0
64,0.3059084998264312,0.0516454317838792,0
65,0.4135808239905248,-0.05292869311486879,0
66,0.3131497684686785,0.04920128142881388,0
67,0.4532648850456326,-0.1407180974179558,0
68,0.3875615157067731,-0.01760553055616368,0
69,0.3822723064728933,0.010976378338021304,0
70,0.42859738490146587,-0.08796507377047877,0
71,0.29392197876179044,-0.20019278986878844,0
72,0.2431897308764595,0.1244200898198902,0
73,0.44795783646061266,-0.02232245421854152,0
74,0.4198136439555447,-0.04351162266657658,0
75,0.22934071071769518,0.07549650652545278,0
76,0.4531183194030417,0.23475289933067928,0
77,0.3056639156296969,0.04093898909869531,0
78,0.43442673221148664,0.3813025317941094,0
79,0.3965303481959734,0.16816161278629427,0
80,0.489493770634557,0.08571405385595814,0
81,0.29899370293784827,0.04582424691396753,0
82,0.38518798912551094,0.15329443746035734,0
83,0.6302287486309969,0.1811861801202031,0
84,0.486577834420493,0.093170229311477,0
85,0.6005217436860008,0.1915723991062588,0
86,0.41727677989649753,0.031251090353946014,0
87,0.49946635896353736,0.08294733417421811,0
88,0.4129485251933639,0.05614992670117483,0
89,0.4438976766729788,0.1120184903849471,0
90,0.25043631580589776,0.10950831573802114,0
91,0.44599721923413227,0.2234146141074295,0
92,0.3749136190388722,0.15545666680873985,0
93,0.41326752055350335,0.20315221910793474,0
94,0.4060684834071364,0.060764226912097874,0
95,0.3764560782611438,0.2635144300931719,0
96,0.4457072971838765,0.1186142863091176,0
